+----------------------------------------------------------------------+----------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------+
| ID                                                                   | Name                                                                 | Description                                                                                                                                     | Parent                                            |
| aether_legacy:recipes/building_blocks/holystone_brick_wall           | aether_legacy:recipes/building_blocks/holystone_brick_wall           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/holystone_slab                 | aether_legacy:recipes/building_blocks/holystone_slab                 | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/holystone_stairs               | aether_legacy:recipes/building_blocks/holystone_stairs               | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/holystone_wall                 | aether_legacy:recipes/building_blocks/holystone_wall                 | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/mossy_holystone_slab           | aether_legacy:recipes/building_blocks/mossy_holystone_slab           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/mossy_holystone_stairs         | aether_legacy:recipes/building_blocks/mossy_holystone_stairs         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/mossy_holystone_wall           | aether_legacy:recipes/building_blocks/mossy_holystone_wall           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/skyroot_bookshelf              | aether_legacy:recipes/building_blocks/skyroot_bookshelf              | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/skyroot_planks                 | aether_legacy:recipes/building_blocks/skyroot_planks                 | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/skyroot_slab                   | aether_legacy:recipes/building_blocks/skyroot_slab                   | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/building_blocks/skyroot_stairs                 | aether_legacy:recipes/building_blocks/skyroot_stairs                 | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/golden_dart                             | aether_legacy:recipes/combat/golden_dart                             | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/golden_dart_shooter                     | aether_legacy:recipes/combat/golden_dart_shooter                     | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/gravitite_boots                         | aether_legacy:recipes/combat/gravitite_boots                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/gravitite_chestplate                    | aether_legacy:recipes/combat/gravitite_chestplate                    | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/gravitite_helmet                        | aether_legacy:recipes/combat/gravitite_helmet                        | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/gravitite_leggings                      | aether_legacy:recipes/combat/gravitite_leggings                      | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/gravitite_sword                         | aether_legacy:recipes/combat/gravitite_sword                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/holystone_sword                         | aether_legacy:recipes/combat/holystone_sword                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/leather_gloves                          | aether_legacy:recipes/combat/leather_gloves                          | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/poison_dart                             | aether_legacy:recipes/combat/poison_dart                             | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/poison_dart_shooter                     | aether_legacy:recipes/combat/poison_dart_shooter                     | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/skyroot_sword                           | aether_legacy:recipes/combat/skyroot_sword                           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/zanite_boots                            | aether_legacy:recipes/combat/zanite_boots                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/zanite_chestplate                       | aether_legacy:recipes/combat/zanite_chestplate                       | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/zanite_helmet                           | aether_legacy:recipes/combat/zanite_helmet                           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/zanite_leggings                         | aether_legacy:recipes/combat/zanite_leggings                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/combat/zanite_sword                            | aether_legacy:recipes/combat/zanite_sword                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/decorations/ambrosium_torch                    | aether_legacy:recipes/decorations/ambrosium_torch                    | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/decorations/enchanter                          | aether_legacy:recipes/decorations/enchanter                          | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/decorations/freezer                            | aether_legacy:recipes/decorations/freezer                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/decorations/incubator                          | aether_legacy:recipes/decorations/incubator                          | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/decorations/skyroot_bed                        | aether_legacy:recipes/decorations/skyroot_bed                        | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/decorations/skyroot_fence                      | aether_legacy:recipes/decorations/skyroot_fence                      | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/decorations/skyroot_fence_gate                 | aether_legacy:recipes/decorations/skyroot_fence_gate                 | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/book_of_lore                              | aether_legacy:recipes/misc/book_of_lore                              | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/cold_parachute                            | aether_legacy:recipes/misc/cold_parachute                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/gold_parachute                            | aether_legacy:recipes/misc/gold_parachute                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/gray_dye_flower                           | aether_legacy:recipes/misc/gray_dye_flower                           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/purple_dye_flower                         | aether_legacy:recipes/misc/purple_dye_flower                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/saddle                                    | aether_legacy:recipes/misc/saddle                                    | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/skyroot_stick                             | aether_legacy:recipes/misc/skyroot_stick                             | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/misc/zanite_from_block                         | aether_legacy:recipes/misc/zanite_from_block                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/gravitite_axe                            | aether_legacy:recipes/tools/gravitite_axe                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/gravitite_pickaxe                        | aether_legacy:recipes/tools/gravitite_pickaxe                        | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/gravitite_shovel                         | aether_legacy:recipes/tools/gravitite_shovel                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/holystone_axe                            | aether_legacy:recipes/tools/holystone_axe                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/holystone_pickaxe                        | aether_legacy:recipes/tools/holystone_pickaxe                        | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/holystone_shovel                         | aether_legacy:recipes/tools/holystone_shovel                         | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/skyroot_axe                              | aether_legacy:recipes/tools/skyroot_axe                              | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/skyroot_pickaxe                          | aether_legacy:recipes/tools/skyroot_pickaxe                          | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/skyroot_shovel                           | aether_legacy:recipes/tools/skyroot_shovel                           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/zanite_axe                               | aether_legacy:recipes/tools/zanite_axe                               | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/zanite_pickaxe                           | aether_legacy:recipes/tools/zanite_pickaxe                           | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:recipes/tools/zanite_shovel                            | aether_legacy:recipes/tools/zanite_shovel                            | <null>                                                                                                                                          | minecraft:recipes/root                            |
| aether_legacy:to_infinity_and_beyond                                 | [飞往无限的彼方！]                                                           | 在天蓝境云上跳跃                                                                                                                                        | aether_legacy:enter_aether                        |
| appliedenergistics2:main/cable_glass                                 | [Fluix能量连接]                                                          | 制作一段ME玻璃线缆                                                                                                                                      | appliedenergistics2:main/fluix                    |
| appliedenergistics2:main/charged_quartz                              | [震动]                                                                 | 发现充能石英                                                                                                                                          | appliedenergistics2:main/root                     |
| appliedenergistics2:main/charger                                     | [Fluix生产]                                                            | 制作一个充能器                                                                                                                                         | appliedenergistics2:main/charged_quartz           |
| appliedenergistics2:main/compass                                     | [陨石猎手]                                                               | 制作一个陨石罗盘                                                                                                                                        | appliedenergistics2:main/root                     |
| appliedenergistics2:main/controller                                  | [建网配电]                                                               | 制作一个控制器                                                                                                                                         | appliedenergistics2:main/presses                  |
| appliedenergistics2:main/crafting_cpu                                | [新一代合成技术]                                                            | 制作一个合成单元                                                                                                                                        | appliedenergistics2:main/pattern_terminal         |
| appliedenergistics2:main/crafting_terminal                           | [更大的工作台]                                                             | 制作一个合成终端                                                                                                                                        | appliedenergistics2:main/controller               |
| appliedenergistics2:main/fluix                                       | [非自然]                                                                | 创造福鲁伊克斯水晶                                                                                                                                       | appliedenergistics2:main/charged_quartz           |
| appliedenergistics2:main/growth_accelerator                          | [加速轻而易举]                                                             | 制作一个晶体催生器                                                                                                                                       | appliedenergistics2:main/fluix                    |
| appliedenergistics2:main/interface                                   | [递归建网]                                                               | 在存储总线上放置接口。                                                                                                                                     | appliedenergistics2:main/cable_glass              |
| appliedenergistics2:main/ioport                                      | [元件互通]                                                               | 制作一个IO端口                                                                                                                                        | appliedenergistics2:main/storage_cell             |
| appliedenergistics2:main/network1                                    | [网络学徒]                                                               | 在一个网络里使用8个频道。                                                                                                                                   | appliedenergistics2:main/cable_glass              |
| appliedenergistics2:main/network2                                    | [网络工程师]                                                              | 在一个网络里使用128个频道。                                                                                                                                 | appliedenergistics2:main/network1                 |
| appliedenergistics2:main/network3                                    | [网络管理者]                                                              | 在一个网络里使用2048个频道。                                                                                                                                | appliedenergistics2:main/network2                 |
| appliedenergistics2:main/network_tool                                | [网络诊断]                                                               | 制作一个网络工具                                                                                                                                        | appliedenergistics2:main/controller               |
| appliedenergistics2:main/p2p                                         | [点对点建网]                                                              | 制作一个P2P通道                                                                                                                                       | appliedenergistics2:main/cable_glass              |
| appliedenergistics2:main/pattern_terminal                            | [合成艺术家]                                                              | 制作一个样板终端                                                                                                                                        | appliedenergistics2:main/crafting_terminal        |
| appliedenergistics2:main/portable_cell                               | [存储漫步]                                                               | 制作一个便携元件                                                                                                                                        | appliedenergistics2:main/storage_cell             |
| appliedenergistics2:main/presses                                     | [未知科技]                                                               | 发现一个处理器模板                                                                                                                                       | appliedenergistics2:main/root                     |
| appliedenergistics2:main/qnb                                         | [量子隧道]                                                               | 制作一个链接室                                                                                                                                         | appliedenergistics2:main/p2p                      |
| appliedenergistics2:main/root                                        | [Applied Energistics]                                                | 当箱子根本不够时。                                                                                                                                       | -                                                 |
| appliedenergistics2:main/spatial_explorer                            | [大胆去吧]                                                               | 被存储进一个空间存储单元                                                                                                                                    | appliedenergistics2:main/spatial_ioport           |
| appliedenergistics2:main/spatial_ioport                              | [空间协调]                                                               | 制作一个空间IO端口                                                                                                                                      | appliedenergistics2:main/ioport                   |
| appliedenergistics2:main/storage_bus                                 | [无限潜能]                                                               | 制作一个存储总线                                                                                                                                        | appliedenergistics2:main/interface                |
| appliedenergistics2:main/storage_cell                                | [比箱子更好]                                                              | 制作一个存储元件                                                                                                                                        | appliedenergistics2:main/controller               |
| astralsorcery:attune_crystal                                         | [开始共振]                                                               | 将一个水晶石与星座进行共鸣。                                                                                                                                  | astralsorcery:attune_self                         |
| astralsorcery:attune_self                                            | [我看见光了]                                                              | 将自身与一个高亮星座进行共鸣。                                                                                                                                 | astralsorcery:find_constellation                  |
| astralsorcery:attune_trait                                           | [我们必须要更深入些]                                                          | 通过对共鸣水晶石进行微调以进一步修改其属性。                                                                                                                          | astralsorcery:attune_crystal                      |
| astralsorcery:celestial_crystals                                     | [手工打造，独具匠心]                                                          | 通过天体水晶簇获得一个天体水晶石。                                                                                                                               | astralsorcery:rock_crystals                       |
| astralsorcery:craft_t2_altar                                         | [升级完成]                                                               | 将星辉合成台升级为星辉祭坛。                                                                                                                                  | astralsorcery:rock_crystals                       |
| astralsorcery:craft_t3_altar                                         | [雁过留痕]                                                               | 合成天辉祭坛。                                                                                                                                         | astralsorcery:craft_t2_altar                      |
| astralsorcery:craft_t4_altar                                         | [我要飞得更高]                                                             | 合成五彩祭坛。                                                                                                                                         | astralsorcery:craft_t3_altar                      |
| astralsorcery:find_constellation                                     | [我看见你了]                                                              | 用望远镜观测一个明亮的星座。                                                                                                                                  | astralsorcery:root                                |
| astralsorcery:find_minor_constellation                               | [有人在吗]                                                               | 用瞭望台观测一个朦胧的星座。                                                                                                                                  | astralsorcery:find_weak_constellation             |
| astralsorcery:find_weak_constellation                                | [有时要眯起眼]                                                             | 用天文望远镜观测一个暗淡的星座。                                                                                                                                | astralsorcery:find_constellation                  |
| astralsorcery:perk_level_large                                       | [物是人非]                                                               | 将你的星能力修炼到最高等级。                                                                                                                                  | astralsorcery:perk_level_medium                   |
